episode,intrinsic_contribution,td_abs_mean,learn_calls,gate_advance,gate_neutral,gate_proxy,allowed_intrinsic,suppressed_intrinsic
148,0.8053190126630473,0.08988350083922396,101,6,95,0,0.8053190126630473,8.768113876615189
149,0.7243307979315221,0.1190344001153025,276,5,245,26,0.7243307979315221,21.60273087610593
150,0.8018409409219126,0.11681211363408983,97,6,91,0,0.8018409409219126,7.874331410741711
151,0.800161389410627,0.1055819040461295,276,6,265,5,0.800161389410627,14.30639413139144
152,0.7985906166928006,0.09809859382609526,90,6,84,0,0.7985906166928006,7.718747311134467
153,0.7970944019259787,0.08560984723431908,276,6,270,0,0.7970944019259787,13.898654492289765
154,0.7157911881742529,0.08022405005225511,107,5,83,19,0.7157911881742529,8.716249003544737
155,0.7937902666131385,0.13043161488367597,276,6,270,0,0.7937902666131385,14.394553778116562
156,0.7922530953124968,0.10190804900214223,101,6,95,0,0.7922530953124968,8.611963209254474
157,0.7110971535221864,0.09683840159002853,276,5,271,0,0.7110971535221864,22.386730830591254
158,0.7891117774327547,0.08894347211858933,276,6,251,19,0.7891117774327547,15.961780430890203
159,0.783191784120015,0.12039950552086036,276,6,270,0,0.783191784120015,22.861480341554817
160,0.7776184464892718,0.10037046274089295,92,6,86,0,0.7776184464892718,7.606790485851589
161,0.7729391902688629,0.09479135412560857,92,6,86,0,0.7729391902688629,7.5561876843478775
162,0.6883140460371061,0.09344330289657565,276,5,271,0,0.6883140460371061,13.524277846626127
163,0.7656232734846192,0.09306976393693023,90,6,84,0,0.7656232734846192,7.283922199152094
164,0.7630884587406016,0.0909612745559518,276,6,270,0,0.7630884587406016,12.284034194976895
165,0.7609765553796898,0.14072435621612817,93,6,87,0,0.7609765553796898,7.538149644597996
166,0.6775697514796177,0.10374219325519558,276,5,259,12,0.6775697514796177,25.873799404418016
167,0.7572754491002504,0.08996299978183664,276,6,270,0,0.7572754491002504,14.635910498890597
168,0.6741877606541159,0.08248193479696478,276,5,244,27,0.6741877606541159,19.810448410698143
169,0.754428144149955,0.1041782241194479,93,6,87,0,0.754428144149955,7.51194682649262
170,0.7533457427318335,0.13849936549862227,90,6,84,0,0.7533457427318335,7.209527222008192
171,0.752251263295957,0.12410962506376132,99,6,93,0,0.752251263295957,7.6122516310291415
172,0.7512427761291623,0.11259247785069279,97,6,91,0,0.7512427761291623,9.10291157551922
173,0.7544444513530371,0.09901737819925166,276,6,270,0,0.7544444513530371,31.95944847954337
174,0.7525622066135557,0.08787025396536657,276,6,270,0,0.7525622066135557,28.190343827887038
175,0.7509359109258752,0.09236309930835802,97,6,91,0,0.7509359109258752,8.99202556797838
176,0.7546204401439265,0.13515386146675681,97,6,91,0,0.7546204401439265,7.386177592442609
177,0.7525175203325817,0.13042768401404223,276,6,245,25,0.7525175203325817,15.4112188796635
178,0.7502572864026825,0.0966055061076289,107,6,101,0,0.7502572864026825,7.900168663541125
179,0.6676813673417591,0.09417835594681294,276,5,261,10,0.6676813673417591,21.514944740955215
180,0.7459947652366864,0.10452739748163759,107,6,101,0,0.7459947652366864,7.804699764368484
181,0.7438586285459827,0.09217790573245228,101,6,95,0,0.7438586285459827,7.98836865346528
182,0.7415822324715725,0.11631646731468005,107,6,101,0,0.7415822324715725,7.726625721844001
183,0.7395276551893518,0.13551567279800927,97,6,91,0,0.7395276551893518,8.649585277894273
184,0.743692937375587,0.12036616723704081,93,6,87,0,0.743692937375587,7.158148746059014
185,0.741660642414368,0.10935039419417429,99,6,93,0,0.741660642414368,7.2338260274085115
186,0.7399542151182539,0.0902576176719605,276,6,270,0,0.7399542151182539,13.036884139246359
187,0.7384772690830431,0.08438591622626004,92,6,86,0,0.7384772690830431,6.970009973985241
188,0.7371772613360201,0.08907744419021704,97,6,91,0,0.7371772613360201,7.051036916383305
189,0.7360109169904601,0.11731141114580458,276,6,270,0,0.7360109169904601,13.649792041015823
190,0.7349429715183605,0.12908624669518134,99,6,93,0,0.7349429715183605,7.117873759217904
191,0.6555213361580149,0.10512630390408247,276,5,266,5,0.6555213361580149,12.995234707570155
192,0.7323998279556775,0.09212960229061617,101,6,95,0,0.7323998279556775,7.80903086991335
193,0.7314765822788576,0.09436081084854823,97,6,91,0,0.7314765822788576,7.080375700264822
194,0.6522093216383569,0.08936577931424414,276,5,262,9,0.6522093216383569,12.87107873865944
195,0.729465769268154,0.09423252543614756,93,6,87,0,0.729465769268154,7.043925367776705
196,0.728384884798566,0.136883818100546,107,6,101,0,0.728384884798566,7.535996676927666
197,0.7274643342019896,0.11277978710002369,90,6,84,0,0.7274643342019896,6.759301069644305
198,0.7266304617033313,0.11102351410822435,99,6,93,0,0.7266304617033313,7.085312804841475
199,0.725818181830744,0.10004263533519046,101,6,95,0,0.725818181830744,7.756156440471675
200,0.5288289388198094,0.09043832630782887,276,4,272,0,0.5288289388198094,21.261116305991692
201,0.7244322154915569,0.08682449295630922,92,6,86,0,0.7244322154915569,6.963420228568714
202,0.7236779464054304,0.08296063287865997,101,6,95,0,0.7236779464054304,7.7443441596618765
203,0.7229955648961427,0.0794826903063612,97,6,91,0,0.7229955648961427,7.044497293009379
204,0.7223769437204124,0.11493832308907008,276,6,174,96,0.7223769437204124,19.58502516456572
205,0.721797433288019,0.0936992418533866,276,6,270,0,0.721797433288019,11.553609162609733
206,0.7209337742510352,0.07868558527013966,107,6,101,0,0.7209337742510352,7.408732315377255
207,0.6411004835748145,0.07961990090384,276,5,259,12,0.6411004835748145,11.857362481671167
208,0.7190858246006202,0.08224731027004645,97,6,91,0,0.7190858246006202,8.210028454284153
209,0.7242698146595095,0.11633568292186744,276,6,270,0,0.7242698146595095,27.32478891151918
210,0.7229101863309622,0.10095327523767307,93,6,87,0,0.7229101863309622,6.935649899373478
211,0.721622484595736,0.09047226914101177,90,6,84,0,0.721622484595736,6.671913572351472
212,0.7201319603432326,0.09070905621781528,107,6,101,0,0.7201319603432326,7.443296180049824
213,0.6394921189381134,0.08439057877800171,276,5,264,7,0.6394921189381134,11.409279486688854
214,0.7172337734524559,0.08018462355899554,93,6,87,0,0.7172337734524559,6.907930924424611
215,0.7159121111506626,0.11379322937379281,276,6,243,27,0.7159121111506626,16.1344670160983
216,0.7146209987212357,0.09505857251908469,92,6,86,0,0.7146209987212357,6.852080679189715
217,0.7133442396864353,0.0866551888782693,92,6,86,0,0.7133442396864353,6.8426033937714354
218,0.7120958879227267,0.08654634360637929,90,6,84,0,0.7120958879227267,6.638477458970824
219,0.7108626715060877,0.08960929850413316,276,6,270,0,0.7108626715060877,12.464236078850822
220,0.7096368821520891,0.09422876544134773,276,6,270,0,0.7096368821520891,12.016887445444524
221,0.7085339329318855,0.11621269509933962,101,6,95,0,0.7085339329318855,7.853022500180631
222,0.7074234411041824,0.10945110719489015,92,6,86,0,0.7074234411041824,7.016645378825031
223,0.7064048906302718,0.09544696310616058,276,6,270,0,0.7064048906302718,13.914636807940381
224,0.7053647845970423,0.10082995651229736,93,6,87,0,0.7053647845970423,7.024303512554094
225,0.7044480039835255,0.09201040384497973,101,6,95,0,0.7044480039835255,7.711722326699882
226,0.7035185710983088,0.08667223461800151,90,6,84,0,0.7035185710983088,6.713327778895196
227,0.7025746007631833,0.09021443777507351,93,6,87,0,0.7025746007631833,6.9396535220861875
228,0.5150280771185479,0.11490762151399816,276,4,272,0,0.5150280771185479,23.105780370874555
229,0.7008638141477197,0.12038851122266238,97,6,91,0,0.7008638141477197,6.750481616592826
230,0.6998584659336362,0.12615168823670314,93,6,87,0,0.6998584659336362,6.671755733592926
231,0.5133796204589984,0.09519711987155935,276,4,272,0,0.5133796204589984,13.243910737650802
232,0.6982400719544322,0.08430198985751312,101,6,95,0,0.6982400719544322,7.310189210081082
233,0.6972743048266405,0.08443211402012923,107,6,101,0,0.6972743048266405,7.147204784687363
234,0.6962953103364207,0.08113862910186467,92,6,86,0,0.6962953103364207,6.511130026032659
235,0.5112416255780363,0.11113286305866811,276,4,272,0,0.5112416255780363,13.058472641356403
236,0.694545138639513,0.11785896288024054,90,6,84,0,0.694545138639513,6.126800317670109
237,0.6935567868550616,0.0951062964896361,90,6,84,0,0.6935567868550616,6.134780570099725
238,0.6924858612123195,0.09254126964467708,107,6,101,0,0.6924858612123195,6.924578570733616
239,0.6915715532051958,0.09746174772482107,101,6,95,0,0.6915715532051958,7.047466122071465
240,0.6127616277218465,0.08965840173102375,276,5,266,5,0.6127616277218465,9.740336720384324
241,0.6895234148896292,0.08770951527719185,107,6,101,0,0.6895234148896292,6.914447158062464
242,0.6108338854927955,0.11540310709750738,276,5,268,3,0.6108338854927955,10.082519211785502
243,0.687285644171517,0.09366597971982427,90,6,84,0,0.687285644171517,6.12489257442214
244,0.6861360595513141,0.09436544486218029,90,6,84,0,0.6861360595513141,6.133742872665951
245,0.6849803424217171,0.08929747987979202,93,6,87,0,0.6849803424217171,6.381215481966637
246,0.6839316748295335,0.08498425612060151,101,6,95,0,0.6839316748295335,7.043913547374589
247,0.6055231477042144,0.08214455744440573,276,5,271,0,0.6055231477042144,15.491381492634195
248,0.6813956726417653,0.07526613994664752,97,6,91,0,0.6813956726417653,7.552936608254051
249,0.6853830212217438,0.12618560155834815,99,6,93,0,0.6853830212217438,6.446057720488197
250,0.6066538231577538,0.10464509480727324,276,5,267,4,0.6066538231577538,9.689328012615597
251,0.6817087070803551,0.09223532433743062,92,6,86,0,0.6817087070803551,6.310290058267179
252,0.6800029844929658,0.09186418669001348,276,6,270,0,0.6800029844929658,14.955874180340556
253,0.6781606865778341,0.0843315954738553,276,6,270,0,0.6781606865778341,11.23442600571669
254,0.6747408812055854,0.12762615688973003,90,6,84,0,0.6747408812055854,6.081495000634429
255,0.5976835874925668,0.10575018678724334,276,5,271,0,0.5976835874925668,18.471772397767158
256,0.5958820906233813,0.08933907440877047,276,5,271,0,0.5958820906233813,15.93029041736505
257,0.6701127118548772,0.10415443209230259,93,6,87,0,0.6701127118548772,6.111774180684302
258,0.668067124712637,0.09473651918866065,276,6,270,0,0.668067124712637,13.62658664972912
259,0.6513678835091676,0.1201044405179639,93,6,87,0,0.6513678835091676,5.976992512641203
260,0.5870755378202712,0.10388437846162613,276,5,267,4,0.5870755378202712,18.587231328324133
261,0.5847942773308819,0.08366738632321358,276,5,267,4,0.5847942773308819,10.428328615687912
262,0.6456102357540704,0.07913511257964312,97,6,91,0,0.6456102357540704,7.174178025159665
263,0.5860681759755065,0.09280373207360938,276,5,271,0,0.5860681759755065,19.971316170504526
264,0.566770683898987,0.10073156147331432,276,5,267,4,0.566770683898987,9.730619449942548
265,0.6306712121218253,0.09595636397446554,97,6,91,0,0.6306712121218253,6.011990251565954
266,0.5671463528694617,0.08519000229358241,276,5,264,7,0.5671463528694617,20.81585361161012
267,0.47670747348910286,0.08617314919019523,276,4,272,0,0.47670747348910286,21.99584653185367
268,0.5655777687566694,0.11954950673532659,276,5,271,0,0.5655777687566694,8.808087941649445
269,0.6293141566492074,0.10244237139974673,97,6,91,0,0.6293141566492074,6.854249366336191
270,0.6334298334973971,0.09201283487352994,101,6,95,0,0.6334298334973971,6.398905733019786
271,0.633108049326398,0.08366832861919767,92,6,86,0,0.633108049326398,5.781812623477138
272,0.6325786046893875,0.08347029072920913,92,6,86,0,0.6325786046893875,5.7984938894906355
273,0.5644601751132121,0.08370143926931896,276,5,266,5,0.5644601751132121,14.974494560548274
274,0.6302178514195945,0.1058458772663405,276,6,270,0,0.6302178514195945,13.305267540627785
275,0.4667892594072733,0.09758323679367702,276,4,272,0,0.4667892594072733,11.86845958080269
276,0.5882916988033781,0.0869302626385867,107,6,101,0,0.5882916988033781,6.299215993865272
277,0.5893416077923757,0.08273361611765684,97,6,91,0,0.5893416077923757,6.874369057320811
278,0.5953380338125415,0.08377680989603202,90,6,84,0,0.5953380338125415,5.624750534332563
279,0.462374121143175,0.090047312050086,276,4,272,0,0.462374121143175,13.95375424413288
280,0.4613646645804321,0.11433852504452933,276,4,272,0,0.4613646645804321,13.13435082233596
281,0.5937734473194167,0.08894017066076859,97,6,91,0,0.5937734473194167,5.695983957662894
282,0.5559045537866092,0.08541891533557487,276,5,268,3,0.5559045537866092,11.059946996660164
283,0.5928486331058176,0.07806416623985644,97,6,91,0,0.5928486331058176,5.700561105667186
284,0.5938720507485165,0.081847061777545,97,6,91,0,0.5938720507485165,5.703646372780747
285,0.5509277289255345,0.10624173510333766,276,5,268,3,0.5509277289255345,11.315861917745872
286,0.5494447698379626,0.10063084028661251,276,5,253,18,0.5494447698379626,17.498756077780865
287,0.5921573960452556,0.09751683770007985,93,6,87,0,0.5921573960452556,5.54391336447231
288,0.5468613772151557,0.09144023635789104,276,5,271,0,0.5468613772151557,14.709036689396182
289,0.59199344770548,0.08530387358966275,107,6,101,0,0.59199344770548,5.95931671090621
290,0.5442652245522881,0.11009999480692373,276,5,268,3,0.5442652245522881,23.1565658277227
291,0.5430213921278514,0.10010770353340152,276,5,261,10,0.5430213921278514,14.907761170517924
292,0.5907732174320259,0.09088436130088628,97,6,91,0,0.5907732174320259,6.630981797166064
293,0.5968602220940803,0.08897471245702195,276,6,269,1,0.5968602220940803,12.848206138316721
294,0.5974059819117435,0.08544906113565583,97,6,91,0,0.5974059819117435,5.667199788322526
295,0.542530406438572,0.11600073242047126,276,5,271,0,0.542530406438572,16.435101058752217
296,0.5964142184313074,0.10536573032538096,90,6,84,0,0.5964142184313074,5.25958360751724
297,0.5969305836883445,0.09714586693461578,101,6,95,0,0.5969305836883445,6.106516618142075
298,0.538480144160827,0.08935907654518234,276,5,251,20,0.538480144160827,10.419652541356392
299,0.5958192326999765,0.08744754962137212,92,6,86,0,0.5958192326999765,5.435438532659379
300,0.37969970863075064,0.09095741053908199,276,3,273,0,0.37969970863075064,9.697413040872787
301,0.5951642790680545,0.10885729894473933,276,6,270,0,0.5951642790680545,12.728203463629042
302,0.5639581344516726,0.09385520358061053,97,6,91,0,0.5639581344516726,6.293424808730423
303,0.5701935915438112,0.09085714664526176,276,6,270,0,0.5701935915438112,12.59790381775652
304,0.535938880333637,0.0840949261210103,276,5,261,10,0.535938880333637,17.319872315893537
305,0.5343069731298686,0.11364086143726455,276,5,271,0,0.5343069731298686,11.482556019176865
306,0.5679378181229647,0.09962318822889045,101,6,95,0,0.5679378181229647,6.204836343407019
307,0.5690932570172849,0.09151702607520903,99,6,93,0,0.5690932570172849,5.684422775455709
308,0.530210766217867,0.0942761721899328,276,5,263,8,0.530210766217867,9.989963888867688
309,0.5688880889772171,0.09064612653787418,93,6,87,0,0.5688880889772171,5.518849408966332
310,0.5700047871532191,0.09712506946590212,90,6,84,0,0.5700047871532191,5.312606936590012
